0,1,2,3,4,target
0.4588518525873988,0.26488016649805246,0.24662750769398345,0.5613681341631508,0.26274160852293527,0
0.06929288179891979,0.8612663764203338,0.9195458644643578,0.4554592629442129,0.9944604129842718,1
0.4280278156466114,0.018167897887969686,0.9200047021738074,0.7255280214938221,0.21935570288144568,0
0.21932075915728333,0.9975376064951103,0.5095262936764645,0.09090941217379389,0.04711637542473457,0
0.42215996679968404,0.06352770615195713,0.38161928650653676,0.9961213802400968,0.529114345099137,1
0.7207218193601946,0.6817103690265748,0.5369703304087952,0.2668251899525428,0.6409617985798081,1
0.29720178839859157,0.8144844017746116,0.6731694141157145,0.06974669917766707,0.09714268136707627,1
0.9538159275210801,0.8758529403781941,0.26338905075109076,0.5005861130502983,0.17865188053013137,0
0.5335632299099842,0.521042790070653,0.8257708028443368,0.6781397846131946,0.868476515351924,1
0.6389494948660052,0.6089702114381723,0.1528392685496348,0.7625108000751513,0.5393790301196257,1
0.02066308102767056,0.19944637152634248,0.5579733962285296,0.7408012065953047,0.8688379816567876,0
0.3241560570046731,0.019476742385832302,0.9290986162646171,0.8787218778231842,0.8316655293611794,1
0.3400737763265216,0.47039071357001017,0.3325561819001186,0.938670057195325,0.5696601798713508,0
0.9469494452979941,0.08565345206787878,0.4859904633166138,0.06921251846838361,0.7606021652572316,1
0.7653316814096915,0.003638438578645875,0.5984745240078909,0.22878322222332015,0.1861888002066373,0
0.5498035934949439,0.2650566289400591,0.8724330410852574,0.4231379402008869,0.21179820544208205,0
0.31171629130089495,0.9951493566608947,0.6498780576394535,0.43810008391450406,0.5175758410355906,0
0.5883087184572333,0.230114732596577,0.22021738445155947,0.07099308600903254,0.6311029572700989,0
0.26027786762647986,0.0735697502896524,0.6035434186881579,0.8189915461518553,0.4288911671501927,0
0.07085734988865344,0.23800463436899522,0.6689777782962806,0.2142368073704386,0.132311848725025,0
0.7846194242907534,0.8074969977666434,0.1904099143618777,0.09693081422882333,0.4310511824063775,0
0.6733645472933015,0.9841652113659661,0.09841787115195888,0.4026212821022688,0.33930260539496315,0
0.4486135478331319,0.4218816398344042,0.27854514466694047,0.2498064478821005,0.9232655992760128,1
0.05058832952488124,0.9992824684127266,0.8360275850799519,0.9689962572847513,0.9263669830081276,1
0.8321456815415303,0.30301738591817307,0.8771901329820067,0.5874694992516357,0.232912164816237,1
0.21374729919918167,0.4010402925494526,0.058635399972178925,0.3789731189769161,0.9853088437797259,1
0.4230074859901629,0.9573176408596732,0.9954226894927138,0.5557683234056182,0.718408275296326,1
0.5791802908162562,0.5421952013742742,0.7479755603790641,0.05716527290748308,0.5841775944589712,1
0.9607789032744504,0.08011146524058688,0.1858249609807232,0.5950351064500277,0.6752125536040902,1
0.5449938701363387,0.9902200060762804,0.3613103999724354,0.9176259475447658,0.9490923178488917,1
0.24621534778862486,0.5945191535334412,0.6193815103321031,0.4192249153358725,0.5836722892912247,0
0.7161918007894148,0.23868595261584602,0.3957858467912545,0.6716902229599713,0.2999970797987622,0
0.4582855226185861,0.9984544408544423,0.9960964478550944,0.073260721099633,0.2131543122670404,0
0.8792702424845428,0.36952708873888396,0.15774683235723197,0.833744954639807,0.703539925087371,1
0.007823107152157949,0.8171041351154616,0.2993787521999779,0.6633887149660773,0.9389300039271039,0
0.5532236408848159,0.2723482123148163,0.6048298270302239,0.7176121871387979,0.20359731232745293,0
0.9053364910793232,0.8461037132948555,0.09229846771273342,0.42357577256372636,0.27668022397225167,1
0.2619552624343482,0.7412309083479308,0.5516804211263913,0.42768691898067934,0.009669699608339966,0
0.5455902892055223,0.8345950198860167,0.582509566489794,0.14809378556748265,0.12744551928213876,0
0.8607025820009028,0.8989246365264746,0.21007653833975404,0.24952973922292443,0.10279362167178563,0
0.6206615101507128,0.15455333833220464,0.9298810156936744,0.864605696219964,0.9762060329309629,1
0.7365644717550821,0.33218546794642867,0.9308158860483255,0.8022351389371389,0.8640640283752794,1
0.10809562640295711,0.8721667829060897,0.8585932513377816,0.22243371754566443,0.816586605596929,1
0.22759548740777036,0.02366443470145152,0.19312978832770866,0.3282619511977065,0.8643529420302863,0
0.39967838436006087,0.9811496871982601,0.5362157324787219,0.9392371403247157,0.11534175185142759,0
0.2654663625229686,0.1084025472147111,0.43456375856464435,0.7285450606527043,0.31367731419499123,0
0.5765880434965995,0.25472250613858194,0.7087852838341706,0.0016912782186294661,0.9255751654990827,1
0.6706285044329995,0.3642214717812642,0.06997381112631018,0.6642376849112723,0.3302000360425964,0
0.3003222682112642,0.30928466220865325,0.40839290861921684,0.40240038705772463,0.295655202525947,0
0.6773179452727329,0.9028055457325826,0.6155149159513805,0.3009498745655653,0.5479372131356982,0
0.579984781195682,0.6547056237030716,0.4649881902470142,0.4421597993048074,0.2137014009891003,0
0.16969139619805473,0.08479553672512175,0.5154520099152164,0.6329408557657957,0.3351882554098009,0
0.22464066599728827,0.19912993272657664,0.024425387726826342,0.24484254407835015,0.47513634421880513,0
0.6297653807377137,0.1944352367397093,0.6963542504905049,0.49437716901043693,0.24398443957843885,0
0.7700461885740251,0.10658729656353894,0.4251461939427341,0.17588668170653166,0.9579660422795397,1
0.8483363473516597,0.45646182547017256,0.8014166017222645,0.6675777325863531,0.987892453066448,1
0.6126523227617628,0.7192739612759671,0.504778164824402,0.830569169721415,0.5478719506108284,1
0.25919154846501935,0.24723973750965955,0.6376614367761563,0.7658136842971655,0.5212998128279821,0
0.2857281508631525,0.2717151070821846,0.3197095684187623,0.5401522225184564,0.13837406151615572,0
0.06422885071387807,0.4075993696665867,0.5426111405039153,0.41577423410315595,0.20683438951441024,0
0.6955229864979681,0.8567320323039342,0.7655945761180695,0.38038102892771164,0.0058960835839930725,0
0.9534303384701063,0.41902128262982186,0.7475156689780508,0.5461323097338391,0.6032525889412413,1
0.02902481994671524,0.33612954369838244,0.6791418850283497,0.4043166691376371,0.16504473120350882,0
0.02696645190513769,0.3940202563397047,0.5643919830247741,0.027102046340312436,0.6427496480093358,0
0.37910386418813957,0.21166028421148153,0.32684580488130854,0.7612297078940271,0.3791262155641363,0
0.08190623276164255,0.01938328705001069,0.5394190479225337,0.9999078285092092,0.3499603437201839,0
