0,1,2,3,4,5,6,7,8,9,target
0.01814541320029206,0.9305988919047486,0.5348349548509251,0.8918211216725703,0.9895432231954248,0.9536527415721996,0.8617831474699594,0.9749166222130173,0.9156740024448627,0.3899629278098967,9.060831697841172
0.8006567096829276,0.7399503689841715,0.31328526597703565,0.7582255156293153,0.4629277548112146,0.25023415166152363,0.8502252816871887,0.012823442178609423,0.38082607911750554,0.3514360115706714,17.18756051444524
0.292505981137841,0.5151027350258388,0.5762098566253235,0.952618573692061,0.48549775182153354,0.6427639512188635,0.9256615314047222,0.7516152324967614,0.8676443480356513,0.5615848894168843,15.213233957735893
0.40531094316778393,0.5970069296205973,0.3487116382041473,0.11251506837754255,0.4495881914305674,0.9603597077142008,0.08250293665775454,0.8642672050405743,0.1772243038906529,0.2615483332400168,10.147964696044568
0.47690385788623424,0.47175029432092885,0.6033095147421933,0.8946548328062076,0.7577964837929247,0.5075753097851792,0.6319176062901112,0.6999710063075875,0.9155974191663144,0.5539121150526443,17.24326101023152
0.3681119463907425,0.22726985838449165,0.03921305672177278,0.9431782750466486,0.814337749500182,0.0162538236501657,0.5190951259726391,0.8455891236569677,0.6375462663124815,0.5822567076083714,5.285972822841169
0.14874886491271488,0.13479361150639335,0.7888190963248165,0.14292514845453963,0.8165466727452066,0.44683479157797557,0.9847758329456597,0.5143615825581233,0.5809765582791472,0.7655387360646547,9.792095161951693
0.8650267402247789,0.3971698020572668,0.6711606940697331,0.12054127698505379,0.14403946410411672,0.39762075873039293,0.8497262916183456,0.47272087247367456,0.1498891919729034,0.6141801772206993,13.549247842420613
0.43589086733157234,0.8411258370488124,0.10836867243902759,0.7123535430936238,0.8552386002674057,0.7407304424692429,0.40995437121498024,0.7300647765031316,0.9368133511892414,0.6432473415644212,18.634685409020392
0.8805222625232874,0.050350863379324595,0.16313403932034065,0.8769459729940637,0.4394716402912989,0.15352118182122831,0.9831006921211131,0.051831710055130986,0.9423106704655523,0.3887331197340981,18.03190417120853
0.4510177164901269,0.41163285818221207,0.2777179141941686,0.7173727464777584,0.9925899430081744,0.7624107818119727,0.8680303458881827,0.8003324210225476,0.1658863306909295,0.615278219404492,15.205244858440492
0.332789073389843,0.7539725965981764,0.36284375543829295,0.7493274424164889,0.4192775781442222,0.08738723040678908,0.5770021418351532,0.5736223562572568,0.47390142511709865,0.07240660893317408,9.240917884048338
0.6445157017937966,0.9260114259968407,0.7387465659771805,0.9871674794532811,0.8142061761553026,0.5962702077594182,0.45990640348879597,0.0030482017520813143,0.1387800595250579,0.42307598242155064,23.588963183544944
0.07155196926692875,0.4782819155337419,0.1534887188823325,0.8830382928358583,0.3318745503218712,0.7918804073336706,0.37787207191916183,0.3712152084224175,0.8604498204166824,0.2072509291316914,10.70506243094503
0.5425226866036196,0.6129885831610222,0.05831604436262805,0.9921948889685891,0.20811602367789706,0.13562977551649802,0.5024935203513202,0.7146445595125953,0.6881782564099225,0.7970062994615286,9.865106222685815
0.9758128038627394,0.914391845938497,0.9631783243912846,0.6296460990662075,0.5148467087898917,0.9892011017407175,0.8107277103344215,0.06914178517839897,0.9905046037677134,0.017581432256320584,25.8604863470547
