0,1,2,3,4,target
0.4237474082349614,0.5300880101180064,0.13030294124748054,0.1919971575392927,0.444573573873013,0
0.08577408627625116,0.7100082002449101,0.4212483616141941,0.512633924392356,0.7342090787834955,0
0.5891234827720049,0.6579127100998954,0.620991455138067,0.9707352275789571,0.36279251847810845,1
0.660532109250318,0.3143911106361865,0.08573612432387134,0.47406642271303934,0.7179140037527991,0
0.18202921598408917,0.17853995065083117,0.32341234887666004,0.8158734926586414,0.19560785280390003,0
0.27556446150015235,0.5728218948884378,0.8206631808725244,0.3308048479932988,0.3696539320060992,1
0.5489934699110331,0.25841852388928277,0.10712723150590253,0.7838090667083399,0.7071434542170243,0
0.918743176350847,0.5926957361426061,0.9454664467501246,0.16725975609804233,0.9750064688457487,1
0.8095632659318523,0.6872053594346041,0.973735647068935,0.8049637357931282,0.9488281164830427,1
0.3461425529119997,0.9743911533670708,0.37699915834216136,0.1933138894810783,0.07587707239625474,0
0.950453685936658,0.2159511081252543,0.10350345489636059,0.5289699856154855,0.16967994489229854,0
0.421751604712983,0.9008700103445277,0.4446925279641446,0.3427762214585577,0.8923288689140904,1
0.412622206431442,0.6930229437396931,0.8298196188927971,0.6395121495853766,0.23842417855410525,1
0.5570906297102496,0.5499374944829646,0.8265409341816413,0.10844627041598343,0.6312385435343704,1
0.24835222337637908,0.9515180338965393,0.07857539756506449,0.5620212829749487,0.541814916682527,0
0.449594952079013,0.7183801924595119,0.003941985504103074,0.37717684375976623,0.7856009524807854,0
0.6811271535618647,0.1731654305355036,0.44932399500785847,0.422550238331346,0.08179972633696209,0
0.5391333678397952,0.5558708397868788,0.5261266941758548,0.2977945377336898,0.8987534939785928,1
0.49780648482847956,0.7769482286114411,0.6733666766944025,0.6050735519220211,0.29162667454214664,1
0.9597026924056964,0.3412769746813654,0.3875502202122807,0.4195594555652403,0.8164939259581363,1
0.27806990363467754,0.08908800321831878,0.21725867609083382,0.2638881503644658,0.8522706266214602,0
0.12092933265517947,0.5660268945222839,0.44213404512100407,0.8582843842882123,0.2592730729491233,0
0.6341795583775959,0.042679625800685184,0.8071757560941574,0.2756465837391038,0.3622455937062239,0
0.7382665612478667,0.395725090882484,0.67944245309505,0.2930658980166231,0.07827666867306438,1
0.9761917898078775,0.9118177424793897,0.18260229368366476,0.019099907100837088,0.610997905455284,1
0.7090641654658351,0.5697913825132787,0.7707070637306878,0.8216280195345895,0.6029035282123257,1
0.09248908728385874,0.8569438398947028,0.20608956342160878,0.4265644400720323,0.31675022659843166,0
0.43604137497703155,0.3619056756172476,0.6512180583135931,0.7448025685616415,0.9254650454324426,1
0.9823735850916863,0.12919523087592044,0.38011170910285563,0.7739895828840441,0.8310253241817059,0
0.758279015502206,0.5350917887820152,0.21055400606887376,0.40680776106341154,0.05854503095652541,0
