0,1,2,3,4,5,6,7,8,9,target
0.9248652516259452,0.9486057779931771,0.8924333440485793,0.08355067683068362,0.5920272268857353,0.4237474082349614,0.5300880101180064,0.13030294124748054,0.1919971575392927,0.444573573873013,10.834147077559534
0.024766967489568525,0.08577408627625116,0.7100082002449101,0.4212483616141941,0.512633924392356,0.7342090787834955,0.3589963597861997,0.05755452964921848,0.7831023561605042,0.5891234827720049,8.808112674001965
0.6579127100998954,0.620991455138067,0.9707352275789571,0.36279251847810845,0.759786612243531,0.3686838147682068,0.5720467811917809,0.660532109250318,0.3143911106361865,0.08573612432387134,19.879027524041
0.5906096979341702,0.44745155927333435,0.6423784655599655,0.18202921598408917,0.17853995065083117,0.32341234887666004,0.8158734926586414,0.19560785280390003,0.11430120529478138,0.0986041979949358,10.757355680899273
0.03893316960342308,0.27556446150015235,0.5728218948884378,0.8206631808725244,0.3308048479932988,0.3696539320060992,0.2884843240838961,0.30478743385180296,0.7775824997926372,0.5489934699110331,10.278532723068802
0.7838090667083399,0.7071434542170243,0.8285653255359399,0.238026397885845,0.5454790230277932,0.918743176350847,0.5926957361426061,0.9454664467501246,0.16725975609804233,0.9750064688457487,17.597180006778526
0.05591980837919641,0.41622332031564313,0.023362801690173574,0.8095632659318523,0.6872053594346041,0.973735647068935,0.8049637357931282,0.9488281164830427,0.538596123044485,0.9882175657531495,16.8001694687843
0.9743911533670708,0.37699915834216136,0.1933138894810783,0.07587707239625474,0.4659578021487165,0.1966449078541198,0.9335781295521987,0.950453685936658,0.2159511081252543,0.10350345489636059,13.19199287000458
0.5289699856154855,0.16967994489229854,0.5436483365147498,0.8128427582877767,0.25306235328324966,0.421751604712983,0.9008700103445277,0.4446925279641446,0.3427762214585577,0.8923288689140904,13.04262971620101
0.6877443403786335,0.412622206431442,0.6930229437396931,0.8298196188927971,0.6395121495853766,0.23842417855410525,0.29525317568412635,0.40961641295891305,0.7716656614873332,0.5570906297102496,18.06539420135418
0.5499374944829646,0.8265409341816413,0.10844627041598343,0.6312385435343704,0.33250230524638924,0.5593552122171377,0.8353494661335298,0.24835222337637908,0.9515180338965393,0.07857539756506449,19.78368502582545
0.23508059149180016,0.5608482134164793,0.47072697281491116,0.449594952079013,0.7183801924595119,0.003941985504103074,0.37717684375976623,0.7856009524807854,0.14186334423108793,0.8673907697331578,11.654937255436558
0.20359060014472252,0.6811271535618647,0.1731654305355036,0.44932399500785847,0.422550238331346,0.08179972633696209,0.6996066590939685,0.48017493335409633,0.6890096142291893,0.5391333678397952,11.814780769658647
0.2977945377336898,0.8987534939785928,0.08639060874653737,0.8766161133513528,0.8634640715275331,0.49780648482847956,0.7769482286114411,0.6733666766944025,0.6050735519220211,0.29162667454214664,23.53662030999326
0.31964886492016,0.3493801713343241,0.30217175389594664,0.9597026924056964,0.3412769746813654,0.3875502202122807,0.4195594555652403,0.8164939259581363,0.4777587932044156,0.5537523320570013,15.495292496519086
0.08908800321831878,0.21725867609083382,0.2638881503644658,0.8522706266214602,0.5024699000347463,0.1103891478513358,0.46272283784876267,0.12092933265517947,0.5660268945222839,0.44213404512100407,13.564488979686011
