0,1,2,3,4,5,6,target
1.0128868403581597,0.6064560401907764,0.7787567901065178,0.18548069880726661,0.47658063720209204,0.7940568095738453,0.644192989470623,0
0.8783104739471211,0.4565927923214926,0.4635815711042613,0.3009740345299764,0.5104949551830381,0.4368274225348869,0.7725667526308241,0
0.0016084587499902957,0.6281379826095181,0.9041693764686676,0.11034952324253952,0.9846837899241848,0.5115055505684061,0.01571323695994773,1
0.5071616349341482,0.9081690060399434,1.3699962500591756,0.6655690169352823,0.5961600248878414,0.20704233544730996,0.850112807427488,1
0.5038056944892924,0.3067619478223246,0.5028030461609545,0.8984459146193822,0.7033656614915622,0.024005462600713012,0.40721174327933274,1
0.8914510484669127,0.5319542330482651,0.6138701543690093,0.549522548650401,0.9047749691969892,0.4565847049643779,0.7763409867806066,1
1.647646771157664,0.4264724947966484,0.5113444200849445,-0.5209222322145977,1.0739890562562318,0.34007808827459807,-0.24028818687959952,0
0.4701597399510345,1.3737067481890215,0.9726295529441491,0.5398172234051162,0.2956941609943544,0.2445428829642965,0.07659900748912585,0
0.9875465248448275,0.5740967117089857,0.8283305658204044,0.18480047229673574,0.4786548703952143,0.8051475915481607,0.6721832723286318,0
0.6630775476559698,0.760672051820687,0.8361382246685102,0.5086052953672706,0.8138582766692669,0.3742547192649199,0.6290929058051254,1
1.135435032247192,0.3110150733894594,0.5697870757976842,1.0724630003980749,0.9084463328746811,0.18572249473470925,1.2016388738944463,1
1.0895924056197193,-0.08793196984850837,-0.4989765540786377,0.1316327304520971,1.8882496574825245,1.0809711511526956,1.0768199101922693,1
0.8211697239955581,0.6224212232399595,0.8756464068165563,0.3599079826503569,1.0582435618925772,0.2511070038836784,0.7993639773534452,1
1.0722576761024354,0.558617006509877,0.8045882134571003,0.23900610321805685,0.4689873673902494,0.7982723532930965,0.6874017020384368,0
0.49727977353766595,0.5183542769601666,0.8224724983749738,0.41463747860207545,1.1824213118036728,0.19200503454557802,0.8641498707764778,1
