0,1,2,target
9.248652516259453,9.486057779931771,8.924333440485793,True
0.8355067683068362,5.920272268857353,4.237474082349614,False
5.300880101180065,1.3030294124748054,1.919971575392927,False
4.44573573873013,2.210391731572191,4.550329588477164,False
0.24766967489568525,0.8577408627625116,7.100082002449101,False
4.212483616141941,5.12633924392356,7.342090787834955,True
3.5899635978619973,0.5755452964921848,7.831023561605042,False
5.891234827720049,6.579127100998954,6.2099145513806695,True
9.707352275789571,3.6279251847810845,7.59786612243531,True
3.6868381476820677,5.720467811917809,6.60532109250318,True
3.143911106361865,0.8573612432387134,4.740664227130393,False
7.179140037527992,5.906096979341702,4.4745155927333435,True
6.423784655599655,1.8202921598408917,1.7853995065083117,True
3.2341234887666004,8.158734926586414,1.9560785280390003,True
1.1430120529478138,0.986041979949358,0.3893316960342308,False
2.7556446150015237,5.728218948884378,8.206631808725245,True
3.308048479932988,3.696539320060992,2.8848432408389613,True
3.04787433851803,7.775824997926372,5.489934699110331,True
2.584185238892828,1.0712723150590253,7.838090667083399,False
7.071434542170243,8.2856532553594,2.38026397885845,True
5.454790230277932,9.18743176350847,5.9269573614260604,True
9.454664467501246,1.6725975609804233,9.750064688457487,True
0.5591980837919641,4.162233203156431,0.23362801690173574,False
8.095632659318523,6.872053594346042,9.73735647068935,True
8.049637357931282,9.488281164830427,5.38596123044485,True
9.882175657531494,7.490143633843559,3.461425529119997,True
9.743911533670708,3.7699915834216133,1.933138894810783,True
0.7587707239625474,4.659578021487166,1.966449078541198,False
9.335781295521986,9.50453685936658,2.159511081252543,True
1.035034548963606,5.289699856154854,1.6967994489229854,False
5.436483365147497,8.128427582877768,2.5306235328324966,True
4.2175160471298305,9.008700103445278,4.446925279641446,True
3.427762214585577,8.923288689140904,8.137559456012127,True
8.951816604808428,6.8774434037863355,4.12622206431442,True
6.930229437396931,8.298196188927971,6.3951214958537665,True
2.3842417855410525,2.9525317568412635,4.0961641295891305,False
7.716656614873331,5.570906297102496,5.499374944829646,True
8.265409341816413,1.0844627041598343,6.312385435343703,True
3.3250230524638926,5.593552122171377,8.353494661335297,True
2.4835222337637908,9.515180338965394,0.7857539756506449,True
